word,meaning,pos,pos_en,pos_zh,pos_note,base_form,past,past_participle,present_participle,transitivity,plural,plural_rule,required_prepositions,usage_patterns,example_1,example_zh_1,example_2,example_zh_2,example_3,example_zh_3,example_4,example_zh_4,example_5,example_zh_5,grade,semester,lesson,tags,note,word_question_context,meaning_option_1,meaning_option_2,meaning_option_3,word_option_1,word_option_2,word_option_3,past_option_1,past_option_2,past_option_3,past_participle_option_1,past_participle_option_2,past_participle_option_3,present_participle_option_1,present_participle_option_2,present_participle_option_3,verb_change_type,verb_change_note,verb_change_option_1,verb_change_option_2,verb_change_option_3,cloze_1,cloze_answer_1,cloze_hint_1,cloze_2,cloze_answer_2,cloze_hint_2,cloze_3,cloze_answer_3,cloze_hint_3,cloze_4,cloze_answer_4,cloze_hint_4,cloze_5,cloze_answer_5,cloze_hint_5
care,照顧；關心,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,,不可數名詞,,,Thank you for your care.,謝謝你的關心。,Children need care.,孩子需要照顧。,Her care is warm.,她的關心很溫暖。,,,,,七年級,上學期,Lesson 1,生活;名詞,care 可當名詞，也常用在片語 take care of。,Thank you for your c___.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,Thank you for your c___.,care,c 開頭，共 4 個字母,Children need c___.,care,c 開頭，共 4 個字母,Her c___ is warm.,care,c 開頭，共 4 個字母,,,,,,
animal,動物,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,animals,規則變化：加 s,,,A cat is an animal.,貓是一種動物。,I like animals.,我喜歡動物。,There are many animals in the zoo.,動物園裡有許多動物。,,,,,七年級,上學期,Lesson 1,動物;名詞,,A cat is an a_____.,植物,食物,文具,teacher,student,book,,,,,,,,,,,,,,,A cat is an a_____.,animal,a 開頭，共 6 個字母,I like a______.,animals,a 開頭，共 7 個字母,There are many a______ in the zoo.,animals,a 開頭，共 7 個字母,,,,,,
there,那裡；在那裡,adverb（副詞）,adverb,副詞,用來修飾動詞、形容詞或整個句子。,,,,,,,,,There is / There are; over there,The zoo is over there.,動物園在那裡。,There is a cat in the park.,公園裡有一隻貓。,Please stay there.,請待在那裡。,,,,,七年級,上學期,Lesson 1,地點;副詞,,The zoo is over t____.,老師,學生,朋友,very,also,here,,,,,,,,,,,,,,,The zoo is over t____.,there,t 開頭，共 5 個字母,t____ is a cat in the park.,there,t 開頭，共 5 個字母,Please stay t____.,there,t 開頭，共 5 個字母,,,,,,
collector,收藏家；收集者,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,collectors,規則變化：加 s,,,He is a stamp collector.,他是一位郵票收藏家。,The collector has many pictures.,這位收藏家有很多圖片。,My mom is a toy collector.,我媽媽是玩具收藏家。,,,,,七年級,上學期,Lesson 1,人物;名詞,,He is a stamp c________.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,He is a stamp c________.,collector,c 開頭，共 9 個字母,The c________ has many pictures.,collector,c 開頭，共 9 個字母,My mom is a toy c________.,collector,c 開頭，共 9 個字母,,,,,,
take care of,照顧,phrase（片語）,phrase,片語,由兩個以上的字組成，整體表達一個意思。,,,,,,,,take care of,take care of + 人/動物/物,I take care of my cat.,我照顧我的貓。,Please take care of your sister.,請照顧你的妹妹。,My mom takes care of the family.,我媽媽照顧家庭。,,,,,七年級,上學期,Lesson 1,片語;動詞片語,of 後面要接受照顧的人、動物或事物。,I t___ c___ o_ my cat.,在旁邊,因為,很多,what about,according to,listen to,,,,,,,,,,,,,,,I t___ c___ o_ my cat.,take care of,t 開頭，共 10 個字母,Please t___ c___ o_ your sister.,take care of,t 開頭，共 10 個字母,My mom t____ c___ o_ the family.,takes care of,t 開頭，共 11 個字母,,,,,,
work,工作；作品,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,,不可數名詞,,,His work is hard.,他的工作很辛苦。,This is my work.,這是我的作品。,Work is important.,工作很重要。,,,,,七年級,上學期,Lesson 1,生活;名詞,work 作「工作」常為不可數；也可當動詞「工作」。,His w___ is hard.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,His w___ is hard.,work,w 開頭，共 4 個字母,This is my w___.,work,w 開頭，共 4 個字母,w___ is important.,work,w 開頭，共 4 個字母,,,,,,
what about,……怎麼樣？,phrase（片語）,phrase,片語,由兩個以上的字組成，整體表達一個意思。,,,,,,,,,What about + N/V-ing?,What about you?,你呢？,What about this picture?,這張圖片怎麼樣？,What about going to the zoo?,去動物園怎麼樣？,,,,,七年級,上學期,Lesson 1,片語;疑問句,用來詢問對方意見或提出建議。,w___ a____ you?,在旁邊,因為,很多,take care of,according to,listen to,,,,,,,,,,,,,,,w___ a____ you?,what about,w 開頭，共 9 個字母,w___ a____ this picture?,what about,w 開頭，共 9 個字母,w___ a____ going to the zoo?,what about,w 開頭，共 9 個字母,,,,,,
they,他們；她們；它們,pronoun（代名詞）,pronoun,代名詞,用來代替名詞，避免重複。,,,,,,,,,They are...; They have...,They are my parents.,他們是我的父母。,They have a cute cat.,他們有一隻可愛的貓。,They are in the classroom.,他們在教室裡。,,,,,七年級,上學期,Lesson 1,代名詞,,t___ are my parents.,老師,學生,朋友,we,you,he,,,,,,,,,,,,,,,t___ are my parents.,they,t 開頭，共 4 個字母,t___ have a cute cat.,they,t 開頭，共 4 個字母,t___ are in the classroom.,they,t 開頭，共 4 個字母,,,,,,
mom,媽媽,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,moms,規則變化：加 s,,,My mom is a nurse.,我的媽媽是一位護士。,Mom is at home.,媽媽在家。,I love my mom.,我愛我的媽媽。,,,,,七年級,上學期,Lesson 1,家庭;名詞,,My m__ is a nurse.,朋友,老師,同學,father,mother,sister,,,,,,,,,,,,,,,My m__ is a nurse.,mom,m 開頭，共 3 個字母,m__ is at home.,mom,m 開頭，共 3 個字母,I love my m__.,mom,m 開頭，共 3 個字母,,,,,,
zoo,動物園,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,zoos,規則變化：加 s,,,We go to the zoo.,我們去動物園。,The zoo has many animals.,動物園有很多動物。,I see a cat at the zoo.,我在動物園看到一隻貓。,,,,,七年級,上學期,Lesson 1,地點;動物;名詞,,We go to the z__.,植物,食物,文具,teacher,student,book,,,,,,,,,,,,,,,We go to the z__.,zoo,z 開頭，共 3 個字母,The z__ has many animals.,zoo,z 開頭，共 3 個字母,I see a cat at the z__.,zoo,z 開頭，共 3 個字母,,,,,,
home,家,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,homes,規則變化：加 s,,,I am at home.,我在家。,My home is near the school.,我家在學校附近。,Let us go home.,我們回家吧。,,,,,七年級,上學期,Lesson 1,家庭;地點;名詞,,I am at h___.,朋友,老師,同學,father,mother,sister,,,,,,,,,,,,,,,I am at h___.,home,h 開頭，共 4 個字母,My h___ is near the school.,home,h 開頭，共 4 個字母,Let us go h___.,home,h 開頭，共 4 個字母,,,,,,
refer,提到；參考,verb（動詞）,verb,動詞,表示動作或狀態。,refer,referred,referred,referring,不及物,,,refer to,refer to + N,Please refer to the picture.,請參考這張圖片。,This word refers to a family member.,這個字指的是一位家庭成員。,"Refer to your book, please.",請參考你的書。,,,,,七年級,上學期,Lesson 1,學習;動詞,,Please r____ to the picture.,看見,喜歡,製作,meet,read,listen,refer,refered,referring,refer,refered,referring,refering,referred,refers,規則變化：短母音 + 子音，雙寫字尾加 -ed,refer 重音在後，過去式雙寫 r 加 -ed，現在分詞雙寫 r 加 -ing。,規則變化：直接加 -ed,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,Please r____ to the picture.,refer,r 開頭，共 5 個字母,This word r_____ to a family member.,refers,r 開頭，共 6 個字母,"r____ to your book, please.",refer,r 開頭，共 5 個字母,,,,,,
according to,根據；依照,phrase（片語）,phrase,片語,由兩個以上的字組成，整體表達一個意思。,,,,,,,,according to,according to + N,"According to the picture, he is a doctor.",根據圖片，他是一位醫生。,"According to Kate, the answer is correct.",根據 Kate 的說法，答案是正確的。,"According to the news, it is warm today.",根據新聞，今天很溫暖。,,,,,七年級,上學期,Lesson 1,片語;介系詞片語,to 不可省略，後面接資料來源或某人的說法。,"a________ t_ the picture, he is a doctor.",在旁邊,因為,很多,take care of,what about,listen to,,,,,,,,,,,,,,,"a________ t_ the picture, he is a doctor.",according to,a 開頭，共 11 個字母,"a________ t_ Kate, the answer is correct.",according to,a 開頭，共 11 個字母,"a________ t_ the news, it is warm today.",according to,a 開頭，共 11 個字母,,,,,,
accord,一致；協議,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,,不可數名詞,,,They are in accord.,他們意見一致。,The two answers are in accord.,這兩個答案一致。,This word is not common in junior high.,這個字在國中較不常見。,,,,,七年級,上學期,Lesson 1,學習;名詞,accord 在國中較少單獨使用，較常見的是 according to。,They are in a_____.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,They are in a_____.,accord,a 開頭，共 6 個字母,The two answers are in a_____.,accord,a 開頭，共 6 個字母,This word is not common in junior high.,accord,a 開頭，共 6 個字母,,,,,,
